id,study_code,exp1,exp2,exp3,exp4,exp5,dob,dot1,dot2,dot3,female,dad,train,Baseline_Proportion_Gaze_to_Singer,Familiarization_Gaze_to_Familiar,Familiarization_Gaze_to_Unfamiliar,Test_Proportion_Gaze_to_Singer,Difference_in_Proportion_Looking,Estimated_Total_Number_of_Song,totskypesing,stim,othersing,comply_no,module,skype_before,ammat,ammar,ammatot,ammapr,ipad_num,famtot_6,unfamtot_6,totprac,totw,totnw,age,length,delay,mtotsing,mbabylike,msingcomf,mtotrecord,m_othersong,pright,diarymissing,comply_fup,survey_completion,smsingrate,smtalkrate,gzsingrate,gztalkrate,famtot,unfamtot,totsing1,babylike1,singcomf1,totrecord1,othersong1,dtword1,dtnoword1,totsing2,babylike2,singcomf2,totrecord2,othersong2,dtword2,dtnoword2,totsing3,babylike3,singcomf3,totrecord3,othersong3,dtword3,dtnoword3,totsing4,babylike4,singcomf4,totrecord4,othersong4,dtword4,dtnoword4,totsing5,babylike5,singcomf5,totrecord5,othersong5,dtword5,dtnoword5,totsing6,babylike6,singcomf6,totrecord6,othersong6,dtword6,dtnoword6,totsing7,babylike7,singcomf7,totrecord7,othersong7,dtword7,dtnoword7,totsing8,babylike8,singcomf8,totrecord8,othersong8,dtword8,dtnoword8,totsing9,babylike9,singcomf9,totrecord9,othersong9,dtword9,dtnoword9,totsing10,babylike10,singcomf10,totrecord10,othersong10,dtword10,dtnoword10,totsing11,babylike11,singcomf11,totrecord11,othersong11,dtword11,dtnoword11,totsing12,babylike12,singcomf12,totrecord12,othersong12,dtword12,dtnoword12,totsing13,babylike13,singcomf13,totrecord13,othersong13,dtword13,dtnoword13,totsing14,babylike14,singcomf14,totrecord14,othersong14,dtword14,dtnoword14,filter_$
204,"""ALF""",0,1,0,1, ,27-Mar-13,07-Sep-13,14-Sep-13,16-Aug-14,0,0,1,0.4533333,437,503,0.4271357,-0.0261976,100.8, ,"""C4""", ,0,"""I""", , , , , , ,287,264, , , ,5.61807,7,11.26899,14.4,3.4, ,0.8,0, ,2,1,0.7142857, , , , , , ,20,3, ,0,0, , ,20,3, ,0,0, , ,12,3, ,0,0, , ,10,4, ,4,0, , ,10,4, ,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
205,"""ALF""",0,1,0, , ,25-Mar-13,07-Sep-13,14-Sep-13, ,1,0,1,0.4210526,417,319,0.5303867,0.1093341,69, ,"""C5""", ,0,"""D""", , , , , , , , , , , ,5.683778,7, ,9.857142,4.142857, ,1.714286,0, ,0,1,1, , , , , , ,10,5, ,1,0, , ,10,4, ,0,0, , ,20,4, ,5,0, , ,10,5, ,0,0, , ,10,4, ,0,0, , ,7,4, ,0,0, , ,2,3, ,6,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
206,"""ALF""",0,1,0, , ,01-Apr-13,18-Sep-13,25-Sep-13, ,1,0,2,0.6791809,404,206,0.7116279,0.032447,66, ,"""C7""", ,0,"""C""", , , , , , , , , , , ,5.815195,7, ,9.428572,3.285714, ,15.71429,0.7142857, ,0,1,1, , , , , , ,5,2, ,15,5, , ,8,3, ,15,0, , ,20,3, ,25,0, , ,9,3, ,12,0, , ,15,4, ,13,0, , ,3,4, ,10,0, , ,6,4, ,20,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
207,"""ALF""",0,1,0,1, ,29-Apr-13,28-Sep-13,05-Oct-13,26-Jul-14,1,0,1,0.2857143,439,673,0.3844086,0.0986943,105, ,"""C8""", ,0,"""E""", , , , , , ,217,265, , , ,5.223819,7,9.889117,15,3, ,22.57143,0, ,0,1,1, , , , , , ,15,3, ,8,0, , ,30,3, ,20,0, , ,10,3, ,0,0, , ,10,3, ,30,0, , ,10,3, ,40,0, , ,10,3, ,20,0, , ,20,3, ,40,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
208,"""ALF""",0,1,0,1, ,11-Apr-13,30-Sep-13,07-Oct-13,15-May-14,0,0,2,0.3316062,371,662,0.1522634,-0.1793428,270.6667, ,"""C1""", ,0,"""C""", , , , , , ,226,182, , , ,5.880904,7,7.457906,38.66667,3.2, ,16.16667,2.333333, ,1,1,0.8571429, , , , , , ,20,4, ,15,0, , ,40,3, ,20,14, , ,45,3, ,40,0, , ,42,3, ,8,0, , ,33, , ,12,0, , ,52,3, ,2,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
209,"""ALF""",0,1,0, , ,03-May-13,30-Sep-13,07-Oct-13, ,0,0,2,0.6731517,666,647,0.6527546,-0.0203971,62, ,"""C2""", ,1,"""F""", , , , , , , , , , , ,5.158111,7, ,8.857142,2.142857, ,5.428571,2.428571, ,0,1,1, , , , , , ,4,2, ,10,8, , ,11,2, ,0,0, , ,5,2, ,0,0, , ,6,2, ,0,0, , ,12,2, ,10,0, , ,12,2, ,12,0, , ,12,3, ,6,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
210,"""ALF""",0,1,0,1, ,27-Apr-13,08-Oct-13,15-Oct-13,08-May-14,0,0,1,0.5398773,601,375,0.4360656,-0.1038117,80, ,"""C3""", ,1,"""A""", , , , , , ,180,180, , , ,5.61807,7,6.965092,11.42857,2.714286, ,3.285714,1.285714, ,0,1,1, , , , , , ,6,2, ,0,0, , ,20,3, ,0,9, , ,10,3, ,0,0, , ,10,3, ,0,0, , ,10,2, ,0,0, , ,12,3, ,20,0, , ,12,3, ,3,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
211,"""ALF""",0,1,0,1, ,03-Mar-13,31-Jul-13,07-Aug-13,29-May-14,1,0,2,0.5721519,285,349,0.3806306,-0.1915213,128, ,"""C2""", ,1,"""B""", , , , , , ,237,168, , , ,5.158111,7,9.921971,18.28572,3.714286, ,0.1428571,8.571428, ,0,1,1, , , , , , ,20,4, ,0,15, , ,35,4, ,0,11, , ,25,3, ,0,8, , ,20,3, ,0,7, , ,10,4, ,1,7, , ,10,4, ,0,6, , ,8,4, ,0,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
212,"""ALF""",0,1,0,1, ,01-May-13,16-Oct-13,23-Oct-13,22-Apr-14,1,0,1,0.605598,616,591,0.7182741,0.1126761,104, ,"""C4""", ,1,"""G""", , , , , , ,57,80, , , ,5.749486,7,6.176591,14.85714,3.428571, ,16.28572,22.85714, ,0,0,1, , , , , , ,25,3, ,10,41, , ,24,3, ,14,24, , ,25,3, ,8,23, , ,5,3, ,20,0, , ,8,4, ,12,29, , ,5,4, ,22,22, , ,12,4, ,28,21, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
213,"""ALF""",0,1,0,1, ,01-Jun-13,25-Oct-13,01-Nov-13,08-Aug-14,1,0,2,0.548,424,35,0.5931035,0.0451035,49, ,"""C5""", ,0,"""E""", , , , , , ,109,48, , , ,5.026694,7,9.429158,7,3.5, ,1,0, ,1,1,0.8571429, , , , , , ,10,4, ,0,0, , ,6,3, ,0,0, , ,3,4, ,4,0, , ,3,3, ,0,0, , ,10,3, ,0,0, , ,10,4, ,2,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
214,"""ALF""",0,1,0, , ,05-Jun-13,30-Oct-13,06-Nov-13, ,0,0,1,0.3342037,303,325,0.438961,0.1047574,80, ,"""C6""", ,1,"""F""", , , , , , , , , , , ,5.059548,7, ,11.42857,2, ,1,0, ,0,1,1, , , , , , ,10,2, ,0,0, , ,15,2, ,0,0, , ,10,2, ,0,0, , ,20,2, ,2,0, , ,10,2, ,0,0, , ,5,2, ,0,0, , ,10,2, ,5,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
215,"""ALF""",0,1,0,1, ,15-May-13,31-Oct-13,07-Nov-13,19-Jul-14,1,1,2,0.4229249,506,471,0.7230216,0.3000967,51, ,"""C7""", ,0,"""G""", , , , , , ,221,120, , , ,5.782341,7,8.574948,7.285714,3, ,0.8571429,0, ,0,0,1, , , , , , ,7,3, ,4,0, , ,5,3, ,0,0, , ,5,3, ,2,0, , ,8,3, ,0,0, , ,10,3, ,0,0, , ,7,3, ,0,0, , ,9,3, ,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
216,"""ALF""",0,1,0, , ,03-Jun-13,31-Oct-13,07-Nov-13, ,1,1,1,0.3516484,41,43,0.6082474,0.256599,114.3333, ,"""C8""", ,0,"""B""", , , , , , , , , , , ,5.158111,7, ,16.33333,4.333333, ,96.66666,2.5, ,1,1,0.8571429, , , , , , ,20,4, ,100,15, , ,30,5, ,100,0, , ,15,5, ,100,0, , ,10,4, ,80,0, , ,3,4, ,100,0, , ,20,4, ,100,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
217,"""ALF""",0,1,0, , ,26-May-13,02-Nov-13,09-Nov-13, ,1,0,1,0.7666667,537,47,0.6912752,-0.0753915,168, ,"""C1""", ,0,"""A""", , , , , , , , , , , ,5.486653,7, ,24,3.4, ,11,0, ,2,1,0.7142857, , , , , , ,40,4, ,0,0, , ,10,3, ,20,0, , ,20,3, ,20,0, , ,20,3, ,10,0, , ,30,4, ,5,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
218,"""ALF""",0,1,0,1, ,03-Jun-13,04-Nov-13,11-Nov-13,16-Aug-14,1,1,1,0.8,281,87,0.8617886,0.0617886,105, ,"""C2""", ,0,"""F""", , , , , , ,163,143, , , ,5.289528,7,9.36345,15,2.857143, ,2.571429,0, ,0,1,1, , , , , , ,10,2, ,3,0, , ,10,3, ,5,0, , ,20,3, ,3,0, , ,10,3, ,0,0, , ,10,3, ,2,0, , ,25,3, ,3,0, , ,20,3, ,2,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
219,"""ALF""",0,1,0, , ,23-May-13,06-Nov-13,13-Nov-13, ,0,0,2,0.1749049,357,540,0.4307692,0.2558643,37, ,"""C4""", ,0,"""N""", , , , , , , , , , , ,5.716632,7, ,5.285714,2.857143, ,12.85714,0, ,0,1,1, , , , , , ,5,3, ,10,0, , ,4,3, ,10,0, , ,6,3, ,20,0, , ,5,3, ,30,0, , ,4,2, ,10,0, , ,6,3, ,10,0, , ,7,3, ,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
220,"""ALF""",0,1,0,1, ,19-Feb-13,05-Aug-13,12-Aug-13,23-Jul-14,0,0,2,0.5904762,639,570,0.438114,-0.1523623,38, ,"""C3""", ,0,"""C""", , , , , , ,203,271, , , ,5.716632,7,11.56468,5.428571,2.714286, ,19.14286,0, ,0,1,1, , , , , , ,5,2, ,15,0, , ,4,3, ,5,0, , ,10,2, ,6,0, , ,9,3, ,3,0, , ,3,3, ,15,0, , ,3,3, ,50,0, , ,4,3, ,40,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
221,"""ALF""",0,1,0,1, ,11-Jun-13,11-Nov-13,18-Nov-13,19-Jul-14,0,0,2,0.9003322,438,474,0.6872964,-0.2130358,45, ,"""C5""", ,0,"""J""", , , , , , ,180,151, , , ,5.256673,7,8.213552,6.428571,2.428571, ,4.571429,0.7142857, ,0,1,1, , , , , , ,12,4, ,0,0, , ,6,3, ,5,0, , ,6,2, ,4,0, , ,5,2, ,6,0, , ,7,2, ,6,0, , ,4,2, ,3,0, , ,5,2, ,8,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
222,"""ALF""",0,1,0,1, ,27-May-13,11-Nov-13,18-Nov-13,21-Aug-14,0,0,2,0.5758621,600,512,0.2964602,-0.2794019,48, ,"""C6""", ,0,"""K""", , , , , , ,329,224, , , ,5.749486,7,9.297741,6.857143,4, ,5.142857,16.42857, ,0,0,1, , , , , , ,7,4, ,5,17, , ,8,4, ,5,7, , ,8,4, ,3,19, , ,5,4, ,7,19, , ,5,4, ,8,21, , ,5,4, ,3,16, , ,10,4, ,5,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
223,"""ALF""",0,1,0,1, ,10-Jun-13,11-Nov-13,18-Nov-13,21-May-14,1,0,2,0.62954,656,587,0.4403409,-0.1891991,84, ,"""C7""", ,0,"""L""", , , , , , ,224,183, , , ,5.289528,7,6.275154,12,3.714286, ,7.428571,0, ,0,1,1, , , , , , ,5,3, ,0,0, , ,4,3, ,5,0, , ,10,4, ,5,0, , ,8,3, ,15,0, , ,12,4, ,7,0, , ,25,4, ,10,0, , ,20,5, ,10,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
224,"""ALF""",0,1,0,1, ,06-Jun-13,11-Nov-13,18-Nov-13,17-Jul-14,1,0,2,0.464,512,633,0.5645161,0.1005161,99, ,"""C8""", ,0,"""M""", , , , , , ,244,245, , , ,5.420945,7,8.147844,14.14286,2.142857, ,1.714286,0, ,0,1,1, , , , , , ,15,2, ,0,0, , ,25,3, ,4,0, , ,10,2, ,0,0, , ,12,2, ,0,0, , ,15,2, ,4,0, , ,12,2, ,2,0, , ,10,2, ,2,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
225,"""ALF""",0,1,0,1, ,26-May-13,12-Nov-13,19-Nov-13,25-Jul-14,0,0,2,0.566586,507,240,0.9110577,0.3444718,38.5, ,"""C6""", ,0,"""H""", , , , , , ,161,145, , , ,5.815195,7,8.377824,5.5,2.5, ,9.166667,0, ,1,1,0.8571429, , , , , , ,10,2, ,20,0, , ,3,2, ,5,0, , ,10,2, ,10,0, , ,5,3, ,15,0, , ,2,3, ,0,0, , ,3,3, ,5,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
226,"""ALF""",0,1,0,1, ,27-Jun-13,26-Nov-13,05-Dec-13,22-May-14,0,0,1,0.5647668,707,609,0.6533333,0.0885665,74.57143, ,"""C3""", ,0,"""E""", , , , , , ,178,160, , , ,5.289528,9,5.815195,8.285714,4, ,0,0, ,2,1,0.7777778, , , , , , ,10,4, ,0,0, , ,10,4, ,0,0, , ,10,4, ,0,0, , ,6,4, ,0,0, , ,10,4, ,0,0, , ,6,4, ,0,0, , ,6,4, ,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
227,"""ALF""",0,1,0,1, ,23-Mar-13,16-Aug-13,23-Aug-13,03-May-14,0,0,2,0.3415179,643,657,0.4628572,0.1213393,49, ,"""C4""", ,0,"""D""", , , , , , ,311,256, , , ,5.026694,7,8.542094,7,2.166667, ,0.3333333,0, ,1,1,0.8571429, , , , , , ,8,3, ,2,0, , ,20,2, ,0,0, , ,10,3, ,0,0, , ,2,2, ,0,0, , ,0,1, ,0,0, , ,2,2, ,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
228,"""ALF""",0,1,0,1, ,09-Mar-13,17-Aug-13,24-Aug-13,31-May-14,0,0,1,0.4360087,507,557,0.4236902,-0.0123185,28, ,"""C5""", ,1,"""E""", , , , , , ,360,261, , , ,5.519507,7,9.429158,4,3, ,5.285714,0, ,0,0,1, , , , , , ,6,3, ,6,0, , ,6,3, ,8,0, , ,4,3, ,2,0, , ,3,3, ,6,0, , ,2,3, ,4,0, , ,3,3, ,6,0, , ,4,3, ,5,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
229,"""ALF""",0,1,0,1, ,25-Mar-13,17-Aug-13,24-Aug-13,29-May-14,1,0,1,0.28,198,419,0.1081081,-0.1718919,64, ,"""C6""", ,0,"""F""", , , , , , ,89,105, , , ,4.99384,7,9.36345,9.142858,1.714286, ,1.428571,1.142857, ,0,1,1, , , , , , ,12,2, ,5,0, , ,8,2, ,0,0, , ,15,1, ,3,0, , ,6,1, ,2,0, , ,6,1, ,0,0, , ,8,2, ,0,8, , ,9,3, ,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
230,"""ALF""",0,1,0,1, ,21-Feb-13,20-Aug-13,27-Aug-13,07-Apr-14,1,0,1,0.5277778,629,638,0.5987124,0.0709347,86.8, ,"""C7""", ,0,"""G""", , , , , , ,234,225, , , ,6.143737,7,7.556468,12.4,2.4, ,6.4,1, ,2,0,0.7142857, , , , , , ,10,3, ,12,0, , ,15,2, ,0,0, , ,12,2, ,7,0, , ,15,2, ,8,0, , ,10,3, ,5,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
231,"""ALF""",0,1,0,1, ,17-Mar-13,24-Aug-13,07-Sep-13,10-Jun-14,1,0,1,0.6619318,663,493,0.754717,0.0927852,49, ,"""C8""", ,0,"""A""", , , , , , ,123,67, , , ,5.716632,14,9.52772,3.5,3.3, ,1.4,0, ,4,1,0.7142857, , , , , , ,3,3, ,5,0, , ,5,3, ,0,0, , ,4,2, ,6,0, , ,4,3, ,2,0, , ,3,3, ,0,0, , ,0,3, ,0,0, , ,3,4, ,1,0, , ,6,4, ,0,0, , ,4,4, ,0,0, , ,3,4, ,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
232,"""ALF""",0,1,0, , ,29-Mar-13,24-Aug-13,07-Sep-13, ,1,1,2,0.1762014,430,678,0.452381,0.2761796,182, ,"""C1""", ,0,"""B""", , , , , , , , , , , ,5.322382,14, ,13,3.666667, ,6.125,0, ,5,1,0.6428571, , , , , , ,15,3, ,1,0, , ,25,4, ,10,0, , ,20,4, ,10,0, , ,7,4, , ,0, , ,10,4, ,4,0, , ,5,3, ,4,0, , ,10,4, ,0,0, , ,15,3, ,10,0, , ,10,4, ,10,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
301,"""LAS""",0,0,1, ,1,07-Oct-13,12-Apr-14,19-Apr-14,14-Mar-15,0,1,1,0.3877005,454,505,0.7536232,0.3659227,43.16666,45,"""C1""", ,0,"""""",1, , , , ,1, , , , , ,6.373717,7,11.03901,6.166667,2.666667, ,10,6.5, ,1,1,0.8571429,0.0199494,0.0160402,0.6726609,0.5517117,939,941,7,4, ,10,6, , ,4,3, ,10,7, , ,4,3, ,10,4, , ,6,2, ,10,7, , ,8,2, ,10,8, , ,8,2, ,10,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
302,"""LAS""",0,0,1, ,1,23-Nov-13,29-May-14,05-Jun-14,22-Jan-15,1,0,2,0.4862637,482,460,0.6496746,0.1634109,61,59,"""C2""", ,0,"""""",1, , , , ,6, , , , , ,6.373717,7,7.819302,8.714286,4.142857, ,16.57143,20.28572, ,0,0,1,0.0042404,0.0009268,0.4511431,0.3566265,851,777,5,4, ,6,12, , ,10,4, ,15,20, , ,8,4, ,25,15, , ,8,4, ,15,15, , ,9,4, ,15,25, , ,9,4, ,20,25, , ,12,5, ,20,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
303,"""LAS""",0,0,1, ,1,24-Dec-13,02-Jun-14,11-Jun-14,12-May-15,0,0,2,0.5746269,895,479,0.3869565,-0.1876704,48,42,"""C3""", ,0,"""""",1, , , , ,4, , , , , ,5.552361,9,11.30185,5.333333,3, ,5.833333,3.166667, ,3,1,0.6666667,0.3278756,0.3274321,0.7798964,0.7547765,1167,833,5,3, ,10,4, , ,7,4, ,3,2, , ,5,4, ,5,3, , ,6,3, ,4,2, , ,4,2, ,12,5, , ,5,2, ,1,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
304,"""LAS""",0,0,1, ,1,11-Jan-14,23-Jun-14,30-Jun-14,28-May-15,1,0,1,0.44375,371,475,0.4532374,0.0094874,61,58,"""C6""", ,0,"""""",1, , , , ,8, , , , , ,5.585216,7,11.13758,8.714286,3.571429, ,9.428572,6, ,0,1,1,0.0636816,0.0230114,0.2462687,0.246875,851,1105,8,4, ,4,3, , ,10,4, ,18,4, , ,10,3, ,3,8, , ,8,3, ,15,3, , ,8,4, ,20,5, , ,8,4, ,6,9, , ,9,3, ,0,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
305,"""LAS""",0,0,1, , ,25-Jan-14,26-Jun-14,08-Jul-14, ,1, ,1,0.6639344,615,477,0.6959799,0.0320455,87,83,"""C7""", ,0,"""""",0, , , , ,5, , , , , ,5.38809,12, ,7.25,4.272727, ,12.83333,7.166667, ,0,1,1,0.1352646,0.0406805,0.6993613,0.6193294, , ,6,5, ,20,3, , ,10,5, ,10,5, , ,8,5, ,15,5, , ,7,3, ,10,10, , ,8,4, ,15,5, , ,8,4, ,15,5, , ,8,5, ,15,10, , ,0, , ,5,8, , ,8,4, ,8,10, , ,8,3, ,1,10, , ,8,4, ,20,10, , ,8,5, ,20,5, , , , , , , , , , , , , , , , ,0
306,"""LAS""",0,0,1, ,1,28-Jan-14,26-Jun-14,03-Jul-14,23-May-15,0,0,2,0.7915832,439,458,0.7363636,-0.0552195,53,45,"""C8""", ,0,"""""",1, , , , ,6, , , , , ,5.125257,7,10.87474,7.571429,3.714286, ,12.16667,3, ,0,1,1,0.0721519,0.0287632,0.821308,0.6573346,1008,1028,4,4, , ,0, , ,8,3, ,12,0, , ,7,3, ,30,6, , ,7,4, ,10,12, , ,8,3, ,4,0, , ,10,5, ,7,1, , ,9,4, ,10,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
307,"""LAS""",0,0,1, ,1,14-Jan-14,28-Jun-14,08-Jul-14,10-Dec-14,0,1,2,0.2876405,609,575,0.4588745,0.171234,55,77,"""C1""", ,0,"""""",1, , , , ,4, , , , , ,5.749486,10,5.420945,5.5,3, ,15.7,19.8, ,0,1,1,0.030836,0.0660338,0.7520087,0.7111019,770,738,5,3, ,15,15, , ,5,3, ,0,13, , ,6,3, ,30,30, , ,5,3, ,10,15, , ,5,3, ,30,20, , ,6,4, ,17,25, , ,5,3, ,2,15, , ,6,3, ,13,15, , ,5,2, ,10,20, , ,7,3, ,30,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
308,"""LAS""",0,0,1, ,1,29-Jan-14,04-Jul-14,12-Jul-14,26-Jun-15,1,1,2,0.2613065,636,343,0.5277778,0.2664713,16,44,"""C2""", ,0,"""""",1, , , , ,8, , , , , ,5.38809,8,11.72895,2,3, ,5,10, ,7,0,0.125,0.0582011,0.0338157,0.8704963,0.5663731,1131,1044,2,3, ,5,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
309,"""LAS""",0,0,1, ,1,06-Jan-14,08-Jul-14,15-Jul-14,18-May-15,0,0,1,0.4502924,151,174,0.8352273,0.3849348,47,51,"""C3""", ,0,"""""",1, , , , ,1, , , , , ,6.2423,7,10.31622,6.714286,3.571429, ,4.142857,12.57143, ,0,1,1,0.0991907,0.1048288,0.3835838,0.3717296,1001,1047,5,3, ,0,10, , ,7,4, ,2,12, , ,7,4, ,2,12, , ,7,5, ,0,13, , ,7,3, ,0,11, , ,7,3, ,0,10, , ,7,3, ,25,20, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
310,"""LAS""",0,0,1, ,1,10-Jan-14,11-Jul-14,21-Jul-14,01-Jun-15,0,0,1,0.8538813,615,494,0.5735294,-0.2803519,60,60,"""C4""", ,0,"""""",1, , , , ,4, , , , , ,6.308008,10,10.67762,6,4.5, ,5,3.6, ,0,1,1,0.1975178,0.0611714,0.6847109,0.5065799,801,805,4,4, ,10,1, , ,7,5, ,0,12, , ,6,5, ,8,2, , ,8,5, ,2,2, , ,7,4, ,0,2, , ,6,4, ,20,1, , ,6,4, ,1,4, , ,6,5, ,4,4, , ,5,5, ,0,6, , ,5,4, , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
311,"""LAS""",0,0,1, ,1,10-Jan-14,11-Jul-14,21-Jul-14,06-Jan-15,0,0,1,0.1076605,618,658,0.0175824,-0.090078,60,66,"""C5""", ,0,"""""",1, , , , ,4, , , , , ,6.308008,10,5.880904,6,4.5, ,5,3.6, ,0,1,1,0.1021917,0.0277657,0.6746765,0.4120029,877,817,4,4, ,10,1, , ,7,5, ,0,12, , ,6,5, ,8,2, , ,8,5, ,2,2, , ,7,4, ,0,2, , ,6,4, ,20,1, , ,6,4, ,1,4, , ,6,5, ,4,4, , ,5,5, ,0,6, , ,5,4, , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
312,"""LAS""",0,0,1, ,1,13-Jan-14,11-Jul-14,18-Jul-14,15-Mar-15,0,1,2,0.52349,563,636,0.7555556,0.2320656,50,43,"""C6""", ,0,"""""",1, , , , ,5, , , , , ,6.110883,7,8.114989,7.142857,4.142857, ,1.4,1, ,0,1,1,0,0,0.5171806,0.5948387,986,932,4,4, ,0,1, , ,8,4, ,4,1, , ,8,4, ,3,2, , ,7,4, , ,0, , ,9,3, ,0,1, , ,7,5, ,0,2, , ,7,5, , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
313,"""LAS""",0,0,1, ,1,07-Jan-14,15-Jul-14,22-Jul-14,21-May-15,1,0,2,0.6467066,544,296,0.6341463,-0.0125602,32,39,"""C7""", ,1,"""""",1, , , , ,2, , , , , ,6.439425,7,10.1848,4.571429,3.571429, ,6,5.285714, ,0,0,1,0.0283623,0.0686185,0.5443733,0.516011,1080,736,3,3, ,0,5, , ,5,4, ,5,3, , ,5,4, ,4,4, , ,4,4, ,7,3, , ,5,3, ,2,4, , ,5,3, ,4,3, , ,5,4, ,20,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
314,"""LAS""",0,0,1, ,1,07-Jan-14,16-Jul-14,23-Jul-14,28-Mar-15,1,1,1,0.5802998,465,454,0.747449,0.1671492,48,43,"""C8""", ,0,"""""",1, , , , ,3, , , , , ,6.472279,7,8.377824,6.857143,4.857143, ,9.714286,23.42857, ,0,1,1,0.3213578,0.0939784,0.7541726,0.5802297,1083,924,6,4, ,15,4, , ,5,5, ,10,16, , ,7,5, ,10,10, , ,7,5, ,2,25, , ,8,5, ,6,20, , ,7,5, ,7,10, , ,8,5, ,18,79, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
